-1,0.3486,0.39636,1.5416,0.4672,1.1294,0.73894,0.29755,-1.2393,0.42154,0.23111,0.36077,0.37847,0.93093,0.70637,0.31406,0.54885,0.62883,0.13498
-1,0.66253,1.2474,0.44289,0.79102,2.0553,-0.12295,0.98864,1.6301,1.4841,-0.51165,0.66756,1.1073,1.472,2.3507,0.67445,1.75,0.8907,0.05244
1,1.8498,-0.21241,1.5957,2.849,0.66962,-0.12579,0.44967,-0.84538,0.65317,0.088519,2.1213,1.0158,0.42494,0.33527,2.1333,0.47533,1.3081,0.031297
-1,0.59168,-0.73398,0.85606,0.75059,0.46622,-1.0221,0.68334,0.45633,0.68841,0.46294,0.68661,0.65626,0.84816,0.57014,0.70709,0.55344,1.3302,0.13155
-1,0.47493,1.9369,0.53368,0.53602,0.68756,-0.72269,0.64567,-0.51428,0.34628,0.56594,0.52818,0.51714,0.86884,2.6782e-09,0.52326,0.38294,1.1162,0.24486
-1,1.1732,-0.068584,0.0526,1.5264,1.2788,-1.7057,0.40815,0.63612,0.52994,0.57192,1.4658,0.70285,0.4255,-5.9261e-09,1.4674,0.30951,1.1034,0.0063458
-1,0.57031,1.9979,1.3557,0.65581,-0.62811,0.88704,0.74516,-0.34735,1.0423,-0.37768,1.2398,0.91479,0.65474,1.8912,1.237,1.4574,0.72387,0.042686
-1,1.2213,0.11537,0.28202,1.8684,0.33861,-1.1053,0.75495,0.4432,0.31326,0.4523,1.2309,1.0257,0.73941,0.58435,1.2043,0.63619,0.86832,0.15451
-1,1.082,-0.45161,-1.6848,1.6107,-0.036713,-0.091276,0.43754,0.53875,0.59391,-0.11982,1.0989,0.80257,0.64812,0.76792,1.1112,0.59133,1.4789,0.090306
1,0.67621,0.91273,1.5837,0.59641,0.42608,0.30112,4.5293,-0.086359,3.8676,-3.3276,0.55898,2.0287,3.2206,1.8941,1.0779,1.6897,1.5,0.85427
1,0.82282,0.093699,1.502,1.1391,0.69831,-0.079142,1.0783,-1.0698,1.6187,-0.50822,0.83757,1.0748,1.1388,1.1682,0.90282,1.1799,1.4451,0.022557
-1,0.44645,-1.5563,-0.48206,0.59682,-0.53491,1.2201,0.42457,0.72369,0.50341,0.15866,0.49587,0.47407,0.84839,6.8753e-09,0.51267,0.34732,1.4,0.16326
1,3.0893,0.37778,-1.3076,2.7,0.52031,0.2515,1.8373,0.30226,0.22114,-1.2587,2.4643,2.6631,0.95895,0.33003,2.4988,0.56421,0.99923,0.36827
-1,0.42707,-1.438,1.3793,0.70703,-1.617,-0.091847,0.38209,-1.2014,0.57356,-0.055861,0.44673,0.5019,0.997,0.67916,0.46506,0.5357,1.4453,0.04553
-1,1.2139,-1.8772,-0.77243,1.6523,-1.1721,0.93441,0.62186,1.072,0.22005,-0.30829,1.2427,0.97899,0.69911,0.21101,1.2647,0.34957,1.5827,0.17466
-1,0.58565,0.67061,-1.5854,0.70164,0.9493,1.1418,1.1273,-0.29529,1.6923,-0.77259,0.53243,1.1219,1.8698,2.3032,0.62175,1.7285,1.3226,0.18495
-1,0.32908,-0.98585,-0.68826,0.53661,-1.5324,0.33857,1.1333,-0.13464,1.2992,1.4513,0.35922,0.43321,1.0702,-1.3025e-09,0.32885,0.46132,1.5454,0.063887
-1,0.54593,0.71618,-1.0928,0.72355,0.23609,0.030824,1.1754,1.4556,1.7645,-0.63419,0.53077,1.0194,1.7043,1.8462,0.63289,1.4496,1.3167,0.10487
-1,0.61521,1.8194,-0.75786,0.5318,0.31477,0.79513,0.69594,-0.56652,0.3422,1.0155,0.67533,0.51369,0.67499,-8.3293e-09,0.66365,0.27447,1.5794,0.10344
-1,0.42035,1.5467,-0.044876,0.66219,0.87098,1.0834,0.72405,0.37952,0.74614,1.0278,0.45872,0.42704,0.8261,1.1102e-09,0.41156,0.24424,1.4046,0.10759
-1,0.57414,1.0476,0.67489,0.78044,-1.0334,-0.73853,0.7234,-1.2362,0.86001,-0.28126,1.0216,0.77085,0.66959,0.88393,1.0504,0.87248,1.3445,0.10188
-1,0.6115,-1.2273,1.6077,0.5148,-0.8547,0.64811,1.0507,-0.72251,1.5773,-0.55639,0.48939,0.97998,1.777,1.8616,0.57018,1.4263,1.2164,0.29051
-1,0.66333,-0.72849,-1.1089,0.46431,0.24199,-0.75236,0.79302,0.6889,1.1904,-0.47769,0.56261,0.95992,1.5141,1.8794,0.56133,1.4376,0.70286,0.50351
1,1.5634,-0.013375,-0.39163,1.5948,0.062288,0.84555,0.91082,1.13,0.66024,-0.14043,1.3148,1.342,0.90575,1.037,1.2598,0.98379,0.69039,0.33935
1,1.3416,-0.52113,-1.2223,2.011,0.2618,0.13645,0.47162,-0.6964,0.5715,0.78638,1.4745,0.70928,0.42686,3.5785e-10,1.4123,0.29093,0.12912,0.0016548
-1,0.83477,0.35296,1.1331,0.69806,-0.99613,-0.32602,0.85043,-1.2353,1.2766,-0.30182,0.86015,0.93364,0.96322,1.2025,0.89418,1.0957,1.1777,0.16035
-1,0.46853,0.028834,-0.22264,0.54053,-1.5302,-1.1141,0.95171,0.85407,1.4286,-0.4791,0.60647,0.86867,1.271,1.726,0.66743,1.3323,1.2413,0.0053855
1,0.79391,-0.25286,-0.20711,0.48861,0.80251,-1.3125,1.1216,-1.5187,0.63413,-0.1681,0.66229,0.99517,1.3334,0.52214,0.69763,0.86212,1.0653,0.5382
-1,0.6044,-0.76262,0.58967,0.99844,1.1325,1.4903,0.43604,-1.0487,0.65455,-0.033898,1.0798,0.7154,0.58792,1.3632,1.0464,1.0771,0.42395,0.03629
-1,0.9237,-0.29007,0.91547,0.75169,1.4001,-1.6696,0.43848,-0.081349,0.65822,0.031693,1.0834,0.74986,0.61417,1.4743,1.0139,1.1739,0.3931,0.070198
1,2.7957,-1.4868,0.3453,2.9558,-0.18119,-1.3855,0.62908,1.0381,0.89414,0.51332,3.0952,1.2977,0.37204,0.22551,3.0709,0.74464,0.59419,0.053599
-1,0.92109,1.0424,1.5272,0.64141,0.53738,0.5451,0.90566,-0.44596,1.3595,-0.59328,0.70586,1.129,1.4194,1.8502,0.72458,1.4006,1.4458,0.47951
1,0.74142,-0.91019,0.20965,0.63761,-1.2692,-1.1432,0.22703,1.6889,0.29661,0.088324,0.59994,0.48409,0.71603,0.58917,0.57487,0.47435,0.013064,0.24972
1,1.4944,-0.42543,0.69102,1.2816,-0.96693,-1.0218,1.5418,0.38446,1.2431,1.6558,1.2398,1.2579,0.90035,-4.7122e-11,1.2148,0.78132,1.3218,0.12079
1,6.4394,0.24062,-1.4135,7.0916,-0.12162,0.22672,2.5528,0.31712,0.58052,-2.1153,5.6991,4.5709,0.71171,1.0401,5.7432,1.3246,1.0484,0.22695
-1,0.5239,-0.83663,-0.1719,0.86535,-0.27175,0.62858,1.0654,-1.2235,1.5993,-0.61921,0.57321,1.0763,1.6662,2.1595,0.63863,1.6202,1.1596,0.19369
-1,0.85773,-1.8426,0.32985,1.2603,-1.7186,-1.0496,0.7541,-1.3611,0.61722,-0.017544,0.84153,0.93593,0.98694,0.85188,0.85565,0.65673,1.0499,0.27835
-1,0.99307,-1.1605,-1.5954,1.248,0.045115,0.090404,0.70533,0.83139,1.0284,-0.073557,1.1461,0.91607,0.70928,0.56296,1.1689,0.75964,1.305,0.087683
1,1.0447,-0.36184,-0.52627,0.83158,-0.63905,1.1298,3.2148,0.22855,4.7138,1.3982,0.81552,1.6584,1.8045,-2.0725e-08,1.0155,2.1634,1.3888,0.20383
-1,0.38259,-1.1287,0.25735,0.59394,0.27123,1.4452,0.94431,-1.0478,1.4175,-0.60618,0.52672,0.80214,1.3514,1.393,0.60725,1.1521,1.5,0.11535
1,0.47413,-0.59026,-0.67573,0.70485,-0.3968,1.5324,3.8797,-0.86996,2.0778,3.4377,0.46989,1.2069,2.2792,1.078e-08,0.6772,0.79117,1.4845,0.73691
-1,0.43242,0.88291,-0.71644,0.65759,0.94299,1.2849,0.38419,-1.5866,0.50573,0.66175,0.43105,0.3956,0.81441,2.2767e-09,0.42476,0.17617,1.3278,0.093856
-1,0.449,-0.45998,-0.27313,0.47449,-0.93286,1.3148,0.28394,-1.54,0.37979,0.057967,0.39806,0.40329,0.89905,0.36453,0.40795,0.31462,1.2455,0.2256
1,0.84904,0.56104,-1.0325,1.42,1.8499,1.1859,1.3379,-1.6308,1.7873,1.6602,1.1754,0.90885,0.68615,-1.702e-08,1.1326,0.60326,1.5712,0.0081116
1,0.80828,-0.014828,-1.1932,1.0038,0.26703,1.1398,1.911,0.069336,2.8686,-1.597,0.74525,1.6123,1.9198,2.8692,0.95065,2.2813,1.5554,0.25459
-1,1.0152,-0.019118,1.265,0.54173,0.097534,0.4852,1.0064,-1.0547,1.3845,-0.40059,0.70068,1.1638,1.4739,2.1838,0.66929,1.629,0.80277,0.51332
1,1.4801,-0.51921,0.7868,0.69021,0.9832,-1.1181,0.81835,-0.94444,0.36562,-0.49992,1.299,1.2423,0.84866,0.39116,1.2828,1.1602,0.29432,0.31957
-1,0.73958,-1.6601,0.73208,0.97149,-0.32971,-1.0367,1.3106,-0.76549,0.90654,-0.97408,0.91004,1.1085,1.0809,0.3759,0.995,0.97205,1.5669,0.29391
1,0.35677,0.13031,1.0451,0.57373,-0.29735,0.67149,0.26906,-1.5505,0.40389,0.22914,0.3772,0.39373,0.92628,0.83108,0.25018,0.6458,0.46513,0.20124
-1,0.44967,-0.52684,1.2359,0.46005,0.47376,-0.042218,0.1514,0.37211,0.15304,0.40781,0.44456,0.22397,0.44707,1.2821e-08,0.41643,0.15396,0.43134,0.12372
1,0.84204,-0.47237,-1.5142,1.1327,-0.56202,-0.9062,0.80595,-0.79564,0.22605,0.87685,0.79398,0.56209,0.62822,0.33031,0.47572,0.51928,0.62825,0.3779
-1,0.78548,1.0195,1.2987,0.57201,-1.6919,-1.0166,0.98662,-0.45571,1.2493,-0.55634,1.4559,1.0388,0.63312,1.1965,1.4875,1.4293,1.2031,0.10349
1,1.5137,0.58786,-0.17289,1.4334,4.6265e-05,1.4493,1.0922,1.4619,0.01953,-0.67636,1.308,1.4402,0.97705,0.028284,1.3522,0.54338,1.2694,0.34451
-1,0.73537,0.92395,1.3994,1.0726,-1.7601,0.18669,0.59484,-0.99712,0.22007,-0.26239,1.8779,0.8643,0.40842,1.5075,1.8859,1.1225,0.89872,0.0028659
-1,0.765,-0.46835,1.0745,0.83322,0.33964,-1.3714,1.0233,-0.55758,1.5269,-0.59778,0.73447,1.1268,1.3614,1.854,0.78231,1.4335,1.1433,0.35541
-1,0.94963,-0.29718,-0.089964,0.68803,-1.5204,-0.64986,1.4304,-1.6716,2.1472,-0.90662,0.88838,1.4722,1.4705,2.6217,0.94185,2.1102,1.0352,0.44891
-1,1.3504,0.63451,0.093808,1.6224,0.025458,-1.4742,1.0634,-1.6347,0.47725,-0.57487,1.2888,1.3595,0.93602,0.61486,1.3351,0.65732,1.3182,0.28704
-1,0.46601,-1.0658,0.025562,0.721,-1.761,-0.395,0.46424,0.71317,0.65765,0.3038,0.51289,0.5191,0.89815,1.0536,0.37206,0.81911,0.60135,0.1941
-1,1.3799,-1.378,1.5358,1.0888,-0.65219,0.39713,1.4557,-0.5086,0.25856,-1.1409,1.1444,1.7277,1.3397,2.7006,1.2094,2.0953,1.4479,0.38131
-1,0.34575,-1.9487,-1.6746,0.46328,-1.8891,-0.36838,0.71955,-1.4311,0.44757,0.95624,0.32488,0.42955,1.1733,-8.5288e-09,0.32468,0.18476,1.3967,0.34862
1,0.87526,-1.2253,-1.6962,0.59757,-0.97706,1.1058,0.87974,0.22706,0.059797,-0.38762,0.64842,1.0738,1.4695,1.7474,0.61122,1.312,0.73877,0.68112
1,1.9426,-0.31239,1.2878,1.2355,0.1761,-0.048648,1.6771,-0.83819,1.8377,-1.2446,1.4483,2.0715,1.2692,2.6388,1.5015,2.0872,1.0832,0.43153
1,0.62139,0.50271,1.4136,0.69717,1.0439,-0.27251,0.77193,-0.39341,0.26538,-0.45894,0.57108,0.7808,1.2133,0.19647,0.62458,0.32914,1.5838,0.41079
1,1.1087,0.90725,-0.39807,0.85669,1.7824,0.92607,1.0273,1.512,1.3378,-0.70681,0.95703,1.255,1.1637,1.4214,1.0012,1.2296,1.41,0.37934
-1,0.4909,0.96957,1.5113,0.63999,-0.41685,0.18815,0.43288,-1.3335,0.58431,0.13467,0.61957,0.52624,0.75371,0.77453,0.62364,0.58966,0.99318,0.064473
1,0.61269,0.020233,-0.38292,0.57971,-1.468,0.55285,0.89801,-1.4567,1.348,-0.40553,0.70462,0.9201,1.1588,1.7897,0.74092,1.3679,1.1012,0.067864
-1,0.62938,1.2141,0.26316,0.44436,0.41632,-0.40185,0.69174,-1.6959,1.0217,-0.37575,0.51146,0.85133,1.4771,1.6046,0.5146,1.2192,0.85092,0.4655
1,0.75074,0.22449,1.5914,0.92269,0.59154,-0.37533,0.78375,0.68102,1.1765,-0.25874,0.69636,0.87533,1.1155,1.1308,0.73759,0.97074,1.3061,0.05808
1,0.67411,1.1864,1.6932,1.0056,0.88904,0.010413,0.41696,-1.0749,0.59538,0.19203,0.67438,0.58591,0.77097,0.37848,0.68744,0.42869,1.3892,0.030783
-1,0.97124,-1.2187,0.19818,0.83056,-0.55717,-1.5676,0.56143,-1.1492,0.5716,-0.13959,0.81804,0.81141,0.88021,0.29472,0.82885,0.47584,1.0133,0.28934
-1,1.3521,-0.98245,0.80469,1.5019,-1.1844,-1.1007,0.70193,-0.21382,1.0537,-0.18074,1.1844,1.0846,0.81262,1.1978,1.1964,0.96522,1.0101,0.13336
1,2.1,0.2814,-1.1754,2.6315,0.055907,0.19628,1.427,-0.66922,1.6829,1.7471,1.9333,1.4659,0.67286,-1.0638e-08,1.8204,0.25992,1.4259,0.0026892
-1,0.31146,-0.35459,-0.88767,0.45393,0.98749,1.1643,0.86254,0.43748,1.2568,-0.51384,0.40875,0.63717,1.3833,0.86786,0.4838,0.85115,1.5343,0.22153
1,1.3534,-1.4097,-1.1139,1.0791,-0.93781,0.08294,1.3424,0.6768,1.7619,-0.9255,1.0765,1.6051,1.3232,1.9506,1.1273,1.5112,1.1168,0.48154
-1,0.85631,1.5613,-1.6197,0.78082,1.0679,0.47435,0.68746,0.095182,0.6637,-0.29799,0.71564,0.89011,1.1037,0.79279,0.73719,0.64625,1.1005,0.39015
-1,0.42351,0.43804,-0.78111,0.65872,0.32243,0.63156,0.42445,-1.3745,0.56435,0.053023,0.42718,0.50814,1.0556,0.6697,0.44344,0.50777,1.1765,0.16885
1,0.85592,-2.0625,1.2997,0.64284,0.3387,-0.48266,1.9978,-0.73572,0.98478,-1.3096,1.3461,1.4332,0.94482,-7.5142e-10,1.4819,1.9622,1.455,0.21542
-1,0.37901,0.34848,1.1698,0.52111,0.5958,1.6803,1.1349,-0.32645,1.7037,-0.82398,0.36446,0.96861,2.3584,2.0651,0.4978,1.5481,1.5867,0.28904
-1,1.0314,1.4717,0.92576,1.2548,1.5113,0.0033114,0.40315,0.58465,0.35626,0.72132,0.93033,0.38032,0.36277,-4.8156e-09,0.70473,0.55216,0.015392,0.05366
-1,0.82474,1.8705,-0.469,1.1123,1.1887,1.3507,0.77924,-0.22004,0.49652,0.75835,0.83668,0.82304,0.87293,0.44295,0.85593,0.42275,1.3913,0.17618
1,0.46613,-0.72941,0.069403,0.48625,-0.74781,0.89888,1.2026,-1.5273,1.8052,-0.83844,0.39505,0.99296,2.2305,1.8484,0.53267,1.4014,1.4326,0.59158
1,0.81267,0.32555,0.41463,0.88802,-0.99287,-1.5619,0.69655,-1.6799,0.23493,0.098917,0.92632,0.80393,0.77014,5.3169e-09,0.94071,0.56421,1.1141,0.2067
1,1.3148,1.6653,-1.564,1.3161,1.0956,-0.43083,0.38667,-1.5194,0.038856,0.64522,1.1518,0.51872,0.39963,6.171e-09,0.99842,0.68201,0.22968,0.0377
1,0.61427,-1.0105,-0.97548,0.76201,-0.32227,0.97511,0.94556,-0.62832,0.81989,0.53551,0.60349,0.77637,1.1416,0.72103,0.64071,0.62528,1.3309,0.26865
-1,0.45227,-1.7267,0.15087,0.68461,-0.89594,0.92356,0.84741,-1.6686,1.2721,-0.26322,0.50253,0.83733,1.4786,1.5976,0.53085,1.209,1.0224,0.31403
1,0.43354,0.60567,1.2823,0.70293,-0.69669,0.319,0.69507,1.2261,0.1175,0.83348,0.58901,0.44295,0.66733,-1.3661e-08,0.53346,0.33322,1.0111,0.16719
1,0.37358,-1.4719,1.462,0.59595,-1.2414,-1.2833,1.4172,-0.9588,1.1575,0.76355,0.38344,0.70022,1.6205,0.89062,0.3936,0.67384,1.1344,0.71103
-1,0.68904,-1.9359,1.0873,1.0492,-1.4841,-0.50893,0.58744,-0.62566,0.19557,0.045248,0.708,0.71988,0.90229,0.2691,0.73087,0.25692,1.3461,0.24544
1,0.78885,0.32453,-1.3265,0.72954,-0.87592,1.0187,0.063387,-1.4499,0.022351,0.37644,0.80163,0.14905,0.165,2.3252e-09,0.7315,0.50177,0.035335,0.085406
1,1.4566,-1.1388,-1.2846,0.64998,-1.959,0.11487,1.1369,0.18408,0.19347,-0.5683,1.0515,1.4048,1.1856,0.18417,1.0504,0.84292,0.86573,0.53443
1,4.7632,-0.10722,-1.1647,1.4441,-0.055135,0.65661,5.3088,0.48559,2.517,-4.9725,2.9413,5.6525,1.7054,1.3679,3.3124,1.1276,1.4393,0.76623
-1,0.38115,-1.2205,-1.4885,0.43961,0.32348,0.12883,0.078812,1.578,0.079843,0.34845,0.48455,0.1711,0.31334,0.13964,0.48216,0.10924,0.56033,0.019012
1,3.0758,-0.43317,1.1716,0.49308,-0.7811,-0.19485,2.453,1.1503,0.18325,2.781,1.7756,0.89664,0.44811,1.7924e-09,0.96703,0.044493,0.28199,0.014295
-1,0.42581,1.3155,-0.60911,0.5502,1.5356,0.9839,0.20451,-1.5101,0.307,0.1805,0.39808,0.33051,0.73678,0.34615,0.40268,0.28149,1.1055,0.061131
1,0.37862,-0.60638,-0.03772,0.49466,1.382,0.21543,2.2322,-1.5916,3.322,-1.912,0.63285,1.3676,1.9177,2.9775,0.90282,2.4183,1.5547,0.085334
1,1.2992,0.36825,1.1481,0.54247,1.9965,0.24367,1.1652,-1.0235,1.7491,-0.67709,1.1575,1.4215,1.0899,2.3096,1.1436,1.9642,0.78401,0.30364
-1,0.91717,0.31427,0.72504,0.65935,1.4077,-1.5593,0.58241,-1.5822,0.047402,0.26754,0.81937,0.71174,0.77083,4.5232e-09,0.7656,0.56369,0.71017,0.29247
-1,0.56881,-1.1423,-0.51389,0.66788,-0.32278,-1.3715,0.52362,1.645,0.56894,0.20678,0.56334,0.60695,0.95609,0.80542,0.50362,0.71143,0.71098,0.33217
-1,1.0216,-1.1296,-0.12749,0.53809,1.7044,0.089619,1.0714,-1.3926,1.6084,-0.47545,1.7391,1.2529,0.63931,2.4233,1.7158,2.0158,0.72195,0.070105
-1,1.0214,-1.229,0.41497,1.6284,-0.41981,-1.2337,0.15015,-0.65833,0.19322,0.4216,1.1601,0.42219,0.32294,4.4177e-09,1.1617,0.050219,0.81462,0.026179
1,1.4667,0.75669,1.3535,1.6156,1.555,0.0070421,0.40745,0.16183,0.16231,0.35818,1.4205,0.77502,0.48416,8.5971e-09,1.3596,0.58439,0.45208,0.14784
-1,0.46181,1.8882,-0.35169,0.63025,2.0567,1.5987,0.23877,-1.3862,0.27258,0.44654,0.44085,0.33372,0.67174,1.8488e-08,0.43593,0.06313,1.0069,0.12961
1,0.64357,0.95095,-1.2654,0.67876,0.58961,0.96006,0.98562,-0.34938,1.4795,-0.36059,0.5589,0.93076,1.4778,1.5815,0.62315,1.255,1.2245,0.03236
1,0.62735,1.0121,-0.46049,0.6081,-1.1028,0.033732,1.3861,0.49894,1.5369,0.54383,0.96816,0.85954,0.78784,1.2776,0.94902,1.348,1.0353,0.14299
-1,0.66111,-1.8995,0.46729,1.0633,-0.52976,-1.5421,0.97697,-0.70061,1.464,-0.64189,0.90886,0.99643,0.97288,1.3527,0.96654,1.1808,1.52,0.073957
1,0.8455,-0.84241,1.5649,0.8459,0.5773,0.53743,1.1774,0.19313,1.0489,-0.060318,0.96095,1.0986,1.0145,1.0837,0.97171,1.2339,1.0083,0.3074
-1,0.57342,-0.53991,1.6582,0.79277,0.66643,0.61453,0.93492,-1.1831,1.266,-0.01798,0.69505,0.86503,1.1044,1.4468,0.71449,1.1268,1.0513,0.18991
-1,0.3895,-1.3635,1.7049,0.62163,-0.75318,-0.31342,0.30813,1.316,0.25922,0.20811,0.42194,0.40157,0.84456,0.41549,0.42754,0.32001,1.082,0.16208
-1,0.61768,1.2547,0.18547,0.9783,-0.0032034,1.4444,1.1992,-0.76879,1.8001,-0.82482,0.81107,1.1274,1.2335,1.8948,0.89935,1.5377,1.4492,0.059586
1,1.5614,0.6318,1.3097,1.4012,0.94888,0.063433,0.99507,-1.4876,1.3942,0.12761,1.2751,1.2857,0.8948,2.1066,1.2047,1.5675,0.75082,0.021415
1,0.52452,-0.64673,1.5339,0.51756,-0.68417,0.68445,1.4249,0.63898,0.20046,0.95255,0.43544,0.70954,1.446,0.15211,0.42015,0.16067,1.1307,0.71096
1,0.71271,0.95306,0.40993,0.62808,-0.26343,-0.42199,0.8608,-1.142,0.74581,-0.29486,0.7111,0.95375,1.1902,1.4814,0.71345,1.2429,0.90046,0.36011
-1,0.58686,-0.20936,-1.3839,0.67714,-1.0078,0.95449,0.57904,1.135,0.1825,0.62772,0.57814,0.5071,0.77834,7.9347e-10,0.52904,0.25513,0.89339,0.24912
-1,1.0444,0.6018,-0.50449,1.3625,-0.0090339,0.9713,0.74011,-1.2072,1.0662,-0.080985,1.0337,0.99538,0.85452,1.3064,1.0503,1.0058,1.0856,0.031418
1,0.75972,1.9183,-0.29911,0.96416,0.8299,1.2551,0.56077,1.087,0.26137,0.19034,0.84093,0.70407,0.74297,-2.6224e-09,0.85297,0.36671,1.1611,0.18828
1,2.2641,0.61196,-1.6628,0.68771,0.90035,0.62354,1.5698,-0.050477,0.18576,-1.2574,1.4103,2.1704,1.3657,2.074,1.3504,1.5907,0.19392,0.6969
1,1.4557,0.70418,-0.13264,0.75099,-1.4294,1.1722,4.1815,1.5273,1.3615,-3.5285,1.7259,2.8098,1.4447,1.9302,2.1324,3.8854,1.473,0.42236
-1,1.525,-0.16624,0.25428,1.0331,-0.062147,1.6591,1.3555,-1.539,0.93559,-0.91201,1.1206,1.6332,1.2933,0.96261,1.1756,0.74445,1.1372,0.53786
-1,1.986,-0.71813,0.12214,2.0043,0.57346,-1.2423,0.91621,-1.6352,0.91146,-0.46466,2.1566,1.5735,0.64744,1.4947,2.1375,1.5521,0.58794,0.1676
1,0.97085,1.4886,-1.0053,0.7429,-0.67115,1.6514,0.35513,0.26762,0.40776,-0.00647,1.37,0.73648,0.47706,1.4194,1.304,1.2431,0.17273,0.067664
1,0.97082,-1.0736,-1.3873,0.55075,-0.5701,0.02795,2.3452,1.6851,2.3477,1.6261,0.70111,1.1548,1.4616,1.4945,0.74751,1.3916,1.2729,0.2867
-1,1.5204,1.5643,-0.39146,0.5421,0.73012,1.1046,1.7262,1.2866,0.81137,-1.3751,1.0329,1.8249,1.5679,0.55552,1.1483,1.0517,1.3612,0.68072
-1,0.65128,-1.1795,0.092327,0.81784,-0.70474,-1.4884,1.0009,-1.4294,0.14139,-0.22756,0.61673,0.89359,1.2858,5.6646e-09,0.68175,0.27651,1.4063,0.44084
1,0.41499,-1.6779,0.56288,0.51974,-1.2216,-1.7277,1.0397,0.043251,1.1793,0.11992,0.39081,0.72193,1.6393,1.0903,0.45496,0.85664,1.2459,0.40361
1,0.87289,-1.6707,1.5586,1.1619,-0.73135,0.42218,0.33646,-1.3162,0.44148,0.2068,0.94249,0.62425,0.58776,0.99334,0.88168,0.86614,0.42757,0.029249
-1,0.836,-1.3182,0.14331,0.72486,-0.13933,-1.3834,0.35601,-1.2593,0.11255,0.10436,0.81538,0.5894,0.64145,8.3806e-09,0.80704,0.3981,0.70108,0.20359
1,1.7576,0.76479,1.5931,1.6922,0.43842,0.13195,0.96509,-0.047757,0.47956,-0.45057,1.4694,1.4728,0.88944,0.72991,1.4722,0.71798,0.86086,0.32108
1,0.91612,-1.8062,0.34557,1.144,-1.8279,-0.7486,1.5672,-1.6298,2.3525,-1.1788,0.83532,1.5581,1.6553,2.6739,0.96367,2.0301,1.3775,0.36751
-1,0.74487,1.3134,-0.067588,1.1281,-1.2812,1.353,0.41693,1.3103,0.055387,0.39735,1.8354,0.5941,0.28724,6.0412e-09,1.8357,0.45221,0.86908,0.028351
-1,0.66043,-0.73803,-1.6646,0.58916,-1.43,-0.29985,0.55527,-0.69055,0.54955,0.49865,0.57364,0.55166,0.8534,4.9971e-10,0.55183,0.27137,0.95916,0.26267
